,fecha,comunidad_autonoma,tmed,tmax,velmedia,sol,generation,inst_Solar_térmica
35963,2020-06-21,ANDALUCIA,25.362,33.568,2.362,5.0,13275.501,1000.02
35968,2020-06-21,CASTILLA-LA MANCHA,24.193,33.349,1.817,5.0,3890.031,349.4
35969,2020-06-21,CATALUNA,22.154,28.429,2.56,5.0,277.859,24.29
35972,2020-06-21,COMUNITAT VALENCIANA,23.018,29.019,2.243,5.0,555.719,49.9
35973,2020-06-21,EXTREMADURA,24.91,34.66,2.322,5.0,12627.163,849.0
35980,2020-06-21,REGION DE MURCIA,24.77,32.19,2.644,5.0,246.986,31.4
35981,2020-06-22,ANDALUCIA,27.114,35.466,3.376,5.0,13169.217,1000.02
35986,2020-06-22,CASTILLA-LA MANCHA,25.003,34.092,2.222,5.0,3858.887,349.4
35987,2020-06-22,CATALUNA,22.254,28.75,2.735,5.0,275.635,24.29
35990,2020-06-22,COMUNITAT VALENCIANA,23.827,29.558,2.866,5.0,551.27,49.9
35991,2020-06-22,EXTREMADURA,27.99,38.39,2.17,5.0,12526.07,849.0
35998,2020-06-22,REGION DE MURCIA,24.92,31.31,3.333,5.0,245.009,31.4
35999,2020-06-23,ANDALUCIA,27.551,35.115,3.503,5.0,11549.642,1000.02
36004,2020-06-23,CASTILLA-LA MANCHA,25.821,34.89,2.846,5.0,3384.314,349.4
36005,2020-06-23,CATALUNA,22.625,28.492,3.49,5.0,241.737,24.29
36008,2020-06-23,COMUNITAT VALENCIANA,23.239,28.576,3.153,5.0,483.473,49.9
36009,2020-06-23,EXTREMADURA,29.64,39.11,2.814,5.0,10985.589,849.0
36016,2020-06-23,REGION DE MURCIA,24.43,30.57,3.411,5.0,214.877,31.4
36017,2020-06-24,ANDALUCIA,26.508,33.281,2.905,5.0,9527.138,1000.02
36022,2020-06-24,CASTILLA-LA MANCHA,25.278,32.383,2.697,3.0,2791.673,349.4
36023,2020-06-24,CATALUNA,22.554,28.654,3.083,5.0,199.405,24.29
36026,2020-06-24,COMUNITAT VALENCIANA,23.158,28.75,2.282,4.0,398.81,49.9
36027,2020-06-24,EXTREMADURA,28.64,36.42,2.84,5.0,9061.859,849.0
36034,2020-06-24,REGION DE MURCIA,24.5,30.6,2.833,4.0,177.249,31.4
36035,2020-06-25,ANDALUCIA,24.825,31.166,2.896,5.0,10930.655,1000.02
36040,2020-06-25,CASTILLA-LA MANCHA,25.352,33.748,2.976,5.0,3202.936,349.4
36041,2020-06-25,CATALUNA,23.1,29.542,2.259,5.0,228.781,24.29
36044,2020-06-25,COMUNITAT VALENCIANA,24.036,29.889,3.08,5.0,457.562,49.9
36045,2020-06-25,EXTREMADURA,26.65,34.08,2.82,5.0,10396.832,849.0
36052,2020-06-25,REGION DE MURCIA,25.06,31.84,3.056,5.0,203.361,31.4
36053,2020-06-26,ANDALUCIA,23.64,29.772,3.308,5.0,9959.406,1000.02
36058,2020-06-26,CASTILLA-LA MANCHA,24.373,31.31,3.223,5.0,2918.338,349.4
36059,2020-06-26,CATALUNA,23.612,30.092,2.622,5.0,208.453,24.29
36062,2020-06-26,COMUNITAT VALENCIANA,23.703,29.731,2.954,5.0,416.905,49.9
36063,2020-06-26,EXTREMADURA,22.46,30.06,3.53,5.0,9473.016,849.0
36070,2020-06-26,REGION DE MURCIA,25.13,31.33,2.711,5.0,185.291,31.4
36071,2020-06-27,ANDALUCIA,24.148,31.51,2.688,5.0,11637.2,1000.02
36076,2020-06-27,CASTILLA-LA MANCHA,23.547,31.97,2.207,5.0,3409.97,349.4
36077,2020-06-27,CATALUNA,23.421,29.279,2.478,5.0,243.569,24.29
36080,2020-06-27,COMUNITAT VALENCIANA,24.286,30.308,2.413,5.0,487.139,49.9
36081,2020-06-27,EXTREMADURA,24.31,32.15,3.12,5.0,11068.871,849.0
36088,2020-06-27,REGION DE MURCIA,26.35,33.57,2.256,5.0,216.506,31.4
36089,2020-06-28,ANDALUCIA,25.862,33.536,2.224,5.0,13020.375,1000.02
36094,2020-06-28,CASTILLA-LA MANCHA,25.478,33.943,2.134,5.0,3815.273,349.4
36095,2020-06-28,CATALUNA,24.342,30.058,2.559,5.0,272.519,24.29
36098,2020-06-28,COMUNITAT VALENCIANA,24.117,29.651,2.291,5.0,545.039,49.9
36099,2020-06-28,EXTREMADURA,26.72,35.5,2.47,5.0,12384.496,849.0
36106,2020-06-28,REGION DE MURCIA,25.24,31.95,2.489,5.0,242.24,31.4
36107,2020-06-29,ANDALUCIA,27.491,34.884,2.51,5.0,12983.492,1000.02
36112,2020-06-29,CASTILLA-LA MANCHA,26.863,35.69,2.386,5.0,3804.465,349.4
36113,2020-06-29,CATALUNA,24.012,29.267,2.568,5.0,271.748,24.29
36116,2020-06-29,COMUNITAT VALENCIANA,24.726,30.642,2.465,5.0,543.495,49.9
36117,2020-06-29,EXTREMADURA,28.6,37.7,2.19,5.0,12349.414,849.0
36124,2020-06-29,REGION DE MURCIA,25.86,32.9,2.878,5.0,241.553,31.4
36125,2020-06-30,ANDALUCIA,26.642,33.576,3.06,5.0,12252.46,1000.02
36130,2020-06-30,CASTILLA-LA MANCHA,27.409,35.927,3.346,5.0,3590.256,349.4
36131,2020-06-30,CATALUNA,24.588,29.042,2.617,4.0,256.447,24.29
36134,2020-06-30,COMUNITAT VALENCIANA,24.8,30.17,2.881,5.0,512.894,49.9
36135,2020-06-30,EXTREMADURA,29.23,37.82,3.01,5.0,11654.084,849.0
36142,2020-06-30,REGION DE MURCIA,26.03,32.36,3.256,5.0,227.953,31.4
36143,2020-07-01,ANDALUCIA,26.168,33.391,2.858,5.0,11730.953,1000.02
36148,2020-07-01,CASTILLA-LA MANCHA,26.794,34.723,3.286,5.0,3834.019,349.4
36149,2020-07-01,CATALUNA,25.579,31.85,2.38,5.0,371.957,24.29
36152,2020-07-01,COMUNITAT VALENCIANA,25.995,32.723,2.697,5.0,457.793,49.9
36153,2020-07-01,EXTREMADURA,27.0,35.43,3.06,5.0,11988.462,849.0
36160,2020-07-01,REGION DE MURCIA,27.59,35.78,2.344,5.0,228.897,31.4
36161,2020-07-02,ANDALUCIA,26.506,33.923,3.329,5.0,12649.753,1000.02
36166,2020-07-02,CASTILLA-LA MANCHA,25.303,32.894,3.451,5.0,4134.309,349.4
36167,2020-07-02,CATALUNA,23.958,29.388,2.639,5.0,401.09,24.29
36170,2020-07-02,COMUNITAT VALENCIANA,25.432,30.97,2.862,5.0,493.649,49.9
36171,2020-07-02,EXTREMADURA,24.978,32.102,4.428,5.0,12927.43,849.0
36178,2020-07-02,REGION DE MURCIA,27.42,35.29,2.911,5.0,246.824,31.4
36179,2020-07-03,ANDALUCIA,25.071,32.118,2.986,5.0,12835.35,1000.02
36184,2020-07-03,CASTILLA-LA MANCHA,23.946,32.152,2.209,5.0,4194.968,349.4
36185,2020-07-03,CATALUNA,21.846,26.992,3.289,4.0,406.975,24.29
36188,2020-07-03,COMUNITAT VALENCIANA,24.118,28.248,3.325,4.0,500.892,49.9
36189,2020-07-03,EXTREMADURA,23.892,34.05,1.94,5.0,13117.101,849.0
36196,2020-07-03,REGION DE MURCIA,26.35,31.74,2.867,5.0,250.446,31.4
36197,2020-07-04,ANDALUCIA,26.031,33.714,2.692,5.0,13050.04,1000.02
36202,2020-07-04,CASTILLA-LA MANCHA,25.063,34.107,1.975,5.0,4265.135,349.4
36203,2020-07-04,CATALUNA,21.829,28.283,2.741,5.0,413.782,24.29
36206,2020-07-04,COMUNITAT VALENCIANA,24.162,29.288,2.666,5.0,509.27,49.9
36207,2020-07-04,EXTREMADURA,27.27,37.368,1.922,5.0,13336.504,849.0
36214,2020-07-04,REGION DE MURCIA,26.34,31.4,2.411,5.0,254.635,31.4
36215,2020-07-05,ANDALUCIA,27.572,35.309,3.205,5.0,12670.351,1000.02
36220,2020-07-05,CASTILLA-LA MANCHA,26.122,35.665,2.015,5.0,4141.042,349.4
36221,2020-07-05,CATALUNA,23.266,30.734,2.468,5.0,401.743,24.29
36224,2020-07-05,COMUNITAT VALENCIANA,24.637,30.987,2.785,5.0,494.453,49.9
36225,2020-07-05,EXTREMADURA,29.595,39.555,2.172,5.0,12948.481,849.0
36232,2020-07-05,REGION DE MURCIA,26.04,32.29,2.633,5.0,247.226,31.4
36233,2020-07-06,ANDALUCIA,28.066,36.192,2.34,5.0,12454.363,1000.02
36238,2020-07-06,CASTILLA-LA MANCHA,27.339,36.485,2.137,5.0,4070.45,349.4
36239,2020-07-06,CATALUNA,24.938,32.266,2.557,5.0,394.894,24.29
36242,2020-07-06,COMUNITAT VALENCIANA,25.477,32.297,2.609,5.0,486.024,49.9
36243,2020-07-06,EXTREMADURA,30.822,40.95,2.066,5.0,12727.751,849.0
36250,2020-07-06,REGION DE MURCIA,25.87,32.79,2.322,5.0,243.012,31.4
36251,2020-07-07,ANDALUCIA,29.354,37.429,2.48,5.0,10358.574,1000.02
36256,2020-07-07,CASTILLA-LA MANCHA,28.258,37.844,2.152,5.0,3385.485,349.4
36257,2020-07-07,CATALUNA,23.158,29.629,2.582,5.0,328.443,24.29
36260,2020-07-07,COMUNITAT VALENCIANA,25.465,31.568,2.895,5.0,404.237,49.9
36261,2020-07-07,EXTREMADURA,30.856,40.614,2.367,5.0,10585.957,849.0
36268,2020-07-07,REGION DE MURCIA,26.47,34.0,2.333,5.0,202.119,31.4
36269,2020-07-08,ANDALUCIA,28.305,34.981,3.88,5.0,6237.071,1000.02
36274,2020-07-08,CASTILLA-LA MANCHA,27.42,34.778,3.525,3.0,2038.457,349.4
36275,2020-07-08,CATALUNA,23.817,30.104,2.559,5.0,197.761,24.29
36278,2020-07-08,COMUNITAT VALENCIANA,24.918,29.878,2.952,4.0,243.398,49.9
36279,2020-07-08,EXTREMADURA,29.348,36.93,3.34,5.0,6373.983,849.0
36286,2020-07-08,REGION DE MURCIA,26.38,32.05,3.178,5.0,121.699,31.4
36287,2020-07-09,ANDALUCIA,25.094,31.512,2.801,5.0,9874.632,1000.02
36292,2020-07-09,CASTILLA-LA MANCHA,24.732,32.379,2.481,4.0,3227.319,349.4
36293,2020-07-09,CATALUNA,25.366,31.567,2.312,5.0,313.098,24.29
36296,2020-07-09,COMUNITAT VALENCIANA,25.882,30.963,2.976,4.0,385.351,49.9
36297,2020-07-09,EXTREMADURA,26.77,36.065,2.096,5.0,10091.392,849.0
36304,2020-07-09,REGION DE MURCIA,26.63,31.81,3.633,5.0,192.676,31.4
36305,2020-07-10,ANDALUCIA,26.006,33.453,2.209,5.0,11183.994,1000.02
36310,2020-07-10,CASTILLA-LA MANCHA,24.319,33.223,1.834,5.0,3655.257,349.4
36311,2020-07-10,CATALUNA,24.688,31.171,2.379,4.0,354.614,24.29
36314,2020-07-10,COMUNITAT VALENCIANA,24.97,30.645,3.121,5.0,436.449,49.9
36315,2020-07-10,EXTREMADURA,28.784,37.825,1.966,5.0,11429.496,849.0
36322,2020-07-10,REGION DE MURCIA,26.23,32.75,2.811,5.0,218.224,31.4
36323,2020-07-11,ANDALUCIA,27.786,34.967,3.56,5.0,10475.094,1000.02
36328,2020-07-11,CASTILLA-LA MANCHA,26.495,35.014,3.077,5.0,3423.567,349.4
36329,2020-07-11,CATALUNA,24.084,30.716,2.896,5.0,332.137,24.29
36332,2020-07-11,COMUNITAT VALENCIANA,24.78,29.947,3.394,5.0,408.784,49.9
36333,2020-07-11,EXTREMADURA,30.468,39.644,2.988,5.0,10705.035,849.0
36340,2020-07-11,REGION DE MURCIA,26.59,32.78,3.433,5.0,204.392,31.4
36341,2020-07-12,ANDALUCIA,28.632,34.705,3.566,5.0,8703.033,1000.02
36346,2020-07-12,CASTILLA-LA MANCHA,25.429,31.456,3.616,3.0,2844.406,349.4
36347,2020-07-12,CATALUNA,23.912,29.312,2.271,4.0,275.95,24.29
36350,2020-07-12,COMUNITAT VALENCIANA,24.665,29.122,3.083,3.0,339.631,49.9
36351,2020-07-12,EXTREMADURA,29.518,37.076,2.44,5.0,8894.075,849.0
36358,2020-07-12,REGION DE MURCIA,27.1,31.79,4.1,4.0,169.815,31.4
36359,2020-07-13,ANDALUCIA,27.747,34.32,2.714,5.0,10293.503,1000.02
36364,2020-07-13,CASTILLA-LA MANCHA,25.268,33.133,2.098,5.0,3364.218,349.4
36365,2020-07-13,CATALUNA,24.192,30.275,2.262,4.0,326.379,24.29
36368,2020-07-13,COMUNITAT VALENCIANA,24.261,29.61,2.808,5.0,401.698,49.9
36369,2020-07-13,EXTREMADURA,29.71,37.778,2.56,5.0,10519.458,849.0
36376,2020-07-13,REGION DE MURCIA,26.356,32.49,3.089,5.0,200.849,31.4
36377,2020-07-14,ANDALUCIA,27.405,33.634,2.998,5.0,9038.625,1000.02
36382,2020-07-14,CASTILLA-LA MANCHA,24.305,31.443,2.587,4.0,2954.087,349.4
36383,2020-07-14,CATALUNA,22.808,28.542,2.737,4.0,286.591,24.29
36386,2020-07-14,COMUNITAT VALENCIANA,23.353,28.103,2.291,3.0,352.727,49.9
36387,2020-07-14,EXTREMADURA,29.975,37.66,2.364,5.0,9237.033,849.0
36394,2020-07-14,REGION DE MURCIA,25.056,29.08,2.433,3.0,176.363,31.4
36395,2020-07-15,ANDALUCIA,27.304,34.07,3.335,5.0,10723.126,1000.02
36400,2020-07-15,CASTILLA-LA MANCHA,23.388,31.58,2.255,5.0,3504.631,349.4
36401,2020-07-15,CATALUNA,21.496,27.758,2.771,4.0,340.002,24.29
36404,2020-07-15,COMUNITAT VALENCIANA,22.988,28.93,2.851,5.0,418.463,49.9
36405,2020-07-15,EXTREMADURA,29.313,37.192,2.338,5.0,10958.511,849.0
36412,2020-07-15,REGION DE MURCIA,25.03,30.53,3.178,5.0,209.232,31.4
36413,2020-07-16,ANDALUCIA,28.689,35.466,3.277,5.0,11559.42,1000.02
36418,2020-07-16,CASTILLA-LA MANCHA,25.06,33.715,1.959,5.0,3777.957,349.4
36419,2020-07-16,CATALUNA,21.875,27.808,2.516,5.0,366.518,24.29
36422,2020-07-16,COMUNITAT VALENCIANA,23.656,29.353,2.667,5.0,451.099,49.9
36423,2020-07-16,EXTREMADURA,31.094,39.505,2.362,5.0,11813.163,849.0
36430,2020-07-16,REGION DE MURCIA,25.24,31.14,3.178,5.0,225.55,31.4
36431,2020-07-17,ANDALUCIA,28.323,35.373,3.035,5.0,11335.753,1000.02
36436,2020-07-17,CASTILLA-LA MANCHA,26.095,34.465,2.522,5.0,3704.856,349.4
36437,2020-07-17,CATALUNA,22.896,28.792,2.834,5.0,359.426,24.29
36440,2020-07-17,COMUNITAT VALENCIANA,23.939,29.097,2.804,5.0,442.371,49.9
36441,2020-07-17,EXTREMADURA,31.4,40.09,2.328,5.0,11584.587,849.0
36448,2020-07-17,REGION DE MURCIA,25.17,31.13,2.8,5.0,221.185,31.4
36449,2020-07-18,ANDALUCIA,28.036,34.401,3.095,5.0,11526.494,1000.02
36454,2020-07-18,CASTILLA-LA MANCHA,25.641,35.045,2.34,5.0,3767.196,349.4
36455,2020-07-18,CATALUNA,23.208,29.971,2.396,5.0,365.474,24.29
36458,2020-07-18,COMUNITAT VALENCIANA,24.281,29.842,3.021,5.0,449.814,49.9
36459,2020-07-18,EXTREMADURA,30.87,40.392,2.805,5.0,11779.515,849.0
36466,2020-07-18,REGION DE MURCIA,25.89,31.2,2.511,5.0,224.907,31.4
36467,2020-07-19,ANDALUCIA,27.889,34.486,2.976,5.0,10937.592,1000.02
36472,2020-07-19,CASTILLA-LA MANCHA,26.791,36.019,2.636,5.0,3574.725,349.4
36473,2020-07-19,CATALUNA,23.992,30.45,2.808,5.0,346.802,24.29
36476,2020-07-19,COMUNITAT VALENCIANA,25.49,31.323,3.081,5.0,426.833,49.9
36477,2020-07-19,EXTREMADURA,29.546,37.972,3.104,5.0,11177.686,849.0
36484,2020-07-19,REGION DE MURCIA,25.96,32.11,2.556,5.0,213.416,31.4
36485,2020-07-20,ANDALUCIA,29.108,37.083,2.875,5.0,9484.347,1000.02
36490,2020-07-20,CASTILLA-LA MANCHA,27.021,36.243,2.183,5.0,3099.762,349.4
36491,2020-07-20,CATALUNA,24.45,30.492,2.688,4.0,300.723,24.29
36494,2020-07-20,COMUNITAT VALENCIANA,25.712,30.217,2.651,4.0,370.121,49.9
36495,2020-07-20,EXTREMADURA,29.415,39.432,2.026,5.0,9692.54,849.0
36502,2020-07-20,REGION DE MURCIA,27.15,32.97,3.2,5.0,185.06,31.4
36503,2020-07-21,ANDALUCIA,28.353,33.921,3.811,5.0,4554.174,1000.02
36508,2020-07-21,CASTILLA-LA MANCHA,26.66,34.933,3.445,4.0,1488.437,349.4
36509,2020-07-21,CATALUNA,24.888,31.758,2.429,5.0,144.401,24.29
36512,2020-07-21,COMUNITAT VALENCIANA,24.895,30.28,3.141,5.0,177.724,49.9
36513,2020-07-21,EXTREMADURA,26.644,32.264,2.916,2.0,4654.143,849.0
36520,2020-07-21,REGION DE MURCIA,26.24,32.32,3.711,5.0,88.862,31.4
36521,2020-07-22,ANDALUCIA,26.494,32.248,2.67,5.0,8687.938,1000.02
36526,2020-07-22,CASTILLA-LA MANCHA,25.482,32.84,2.736,5.0,2839.472,349.4
36527,2020-07-22,CATALUNA,25.254,31.996,2.425,5.0,275.471,24.29
36530,2020-07-22,COMUNITAT VALENCIANA,25.386,30.353,2.991,5.0,339.041,49.9
36531,2020-07-22,EXTREMADURA,27.034,34.866,2.076,5.0,8878.649,849.0
36538,2020-07-22,REGION DE MURCIA,26.78,31.86,3.956,5.0,169.521,31.4
36539,2020-07-23,ANDALUCIA,28.088,34.81,2.479,5.0,10801.821,1000.02
36544,2020-07-23,CASTILLA-LA MANCHA,26.275,35.444,1.872,5.0,3530.351,349.4
36545,2020-07-23,CATALUNA,25.871,33.025,2.1,5.0,342.497,24.29
36548,2020-07-23,COMUNITAT VALENCIANA,25.635,32.75,2.725,5.0,421.534,49.9
36549,2020-07-23,EXTREMADURA,30.004,38.504,2.426,5.0,11038.934,849.0
36556,2020-07-23,REGION DE MURCIA,27.1,34.08,2.322,5.0,210.767,31.4
36557,2020-07-24,ANDALUCIA,29.118,35.817,2.56,5.0,11042.739,1000.02
36562,2020-07-24,CASTILLA-LA MANCHA,27.999,36.301,2.306,5.0,3609.09,349.4
36563,2020-07-24,CATALUNA,25.392,31.358,2.617,5.0,350.136,24.29
36566,2020-07-24,COMUNITAT VALENCIANA,25.502,31.762,2.383,5.0,430.936,49.9
36567,2020-07-24,EXTREMADURA,29.844,38.438,2.888,5.0,11285.14,849.0
36574,2020-07-24,REGION DE MURCIA,27.42,33.86,2.411,5.0,215.468,31.4
36575,2020-07-25,ANDALUCIA,29.133,36.467,2.75,5.0,11683.375,1000.02
36580,2020-07-25,CASTILLA-LA MANCHA,27.502,36.564,2.503,5.0,3818.469,349.4
36581,2020-07-25,CATALUNA,24.812,30.829,2.912,5.0,370.448,24.29
36584,2020-07-25,COMUNITAT VALENCIANA,25.753,31.558,2.705,5.0,455.937,49.9
36585,2020-07-25,EXTREMADURA,29.798,39.52,2.255,5.0,11939.84,849.0
36592,2020-07-25,REGION DE MURCIA,27.53,33.67,2.589,5.0,227.968,31.4
36593,2020-07-26,ANDALUCIA,29.98,38.158,2.717,5.0,11664.148,1000.02
36598,2020-07-26,CASTILLA-LA MANCHA,28.531,38.739,2.029,5.0,3812.185,349.4
36599,2020-07-26,CATALUNA,25.579,31.833,2.458,5.0,369.839,24.29
36602,2020-07-26,COMUNITAT VALENCIANA,25.967,32.08,2.859,5.0,455.186,49.9
36603,2020-07-26,EXTREMADURA,30.575,41.022,1.989,5.0,11920.19,849.0
36610,2020-07-26,REGION DE MURCIA,27.87,34.88,3.311,5.0,227.593,31.4
36611,2020-07-27,ANDALUCIA,29.358,35.489,3.305,5.0,10158.881,1000.02
36616,2020-07-27,CASTILLA-LA MANCHA,29.601,38.985,3.096,5.0,3320.22,349.4
36617,2020-07-27,CATALUNA,26.679,33.575,2.679,5.0,322.111,24.29
36620,2020-07-27,COMUNITAT VALENCIANA,27.343,33.802,2.504,5.0,396.444,49.9
36621,2020-07-27,EXTREMADURA,30.5,38.77,3.17,5.0,10381.881,849.0
36628,2020-07-27,REGION DE MURCIA,28.57,35.52,3.156,5.0,198.222,31.4
36629,2020-07-28,ANDALUCIA,28.454,35.698,2.388,5.0,10480.489,1000.02
36634,2020-07-28,CASTILLA-LA MANCHA,29.202,36.873,2.386,5.0,3425.331,349.4
36635,2020-07-28,CATALUNA,27.133,33.212,2.4,5.0,332.308,24.29
36638,2020-07-28,COMUNITAT VALENCIANA,27.278,33.258,2.798,5.0,408.995,49.9
36639,2020-07-28,EXTREMADURA,29.2,37.864,2.256,5.0,10710.548,849.0
36646,2020-07-28,REGION DE MURCIA,27.98,34.89,2.889,5.0,204.497,31.4
36647,2020-07-29,ANDALUCIA,28.796,35.943,2.634,5.0,11053.938,1000.02
36652,2020-07-29,CASTILLA-LA MANCHA,28.908,37.61,2.812,5.0,3612.751,349.4
36653,2020-07-29,CATALUNA,26.621,33.271,2.213,5.0,350.491,24.29
36656,2020-07-29,COMUNITAT VALENCIANA,26.777,32.155,3.081,5.0,431.373,49.9
36657,2020-07-29,EXTREMADURA,30.356,40.336,1.989,5.0,11296.586,849.0
36664,2020-07-29,REGION DE MURCIA,28.77,34.82,3.244,5.0,215.687,31.4
36665,2020-07-30,ANDALUCIA,29.824,36.357,3.437,5.0,10181.394,1000.02
36670,2020-07-30,CASTILLA-LA MANCHA,29.654,38.621,3.693,5.0,3327.578,349.4
36671,2020-07-30,CATALUNA,27.454,35.121,2.442,5.0,322.825,24.29
36674,2020-07-30,COMUNITAT VALENCIANA,27.435,33.495,2.536,5.0,397.323,49.9
36675,2020-07-30,EXTREMADURA,30.755,38.16,3.115,5.0,10404.888,849.0
36682,2020-07-30,REGION DE MURCIA,29.07,35.45,2.978,5.0,198.661,31.4
36683,2020-07-31,ANDALUCIA,29.214,36.161,2.382,5.0,8999.574,1000.02
36688,2020-07-31,CASTILLA-LA MANCHA,29.434,38.772,2.026,5.0,2941.324,349.4
36689,2020-07-31,CATALUNA,27.808,35.088,2.279,5.0,285.352,24.29
36692,2020-07-31,COMUNITAT VALENCIANA,28.163,34.502,2.527,5.0,351.203,49.9
36693,2020-07-31,EXTREMADURA,30.068,39.355,2.29,5.0,9197.125,849.0
36700,2020-07-31,REGION DE MURCIA,28.92,36.23,2.411,5.0,175.601,31.4
36701,2020-08-01,ANDALUCIA,31.176,38.635,2.681,5.0,8842.585,1000.02
36706,2020-08-01,CASTILLA-LA MANCHA,29.303,38.158,2.857,5.0,2975.87,349.4
36707,2020-08-01,CATALUNA,28.238,35.45,2.608,5.0,297.587,24.29
36710,2020-08-01,COMUNITAT VALENCIANA,28.375,35.072,2.449,5.0,361.356,49.9
36711,2020-08-01,EXTREMADURA,28.658,38.196,3.154,5.0,8608.767,849.0
36718,2020-08-01,REGION DE MURCIA,30.93,38.43,2.244,4.0,148.793,31.4
36719,2020-08-02,ANDALUCIA,29.661,37.266,3.495,5.0,10390.858,1000.02
36724,2020-08-02,CASTILLA-LA MANCHA,27.867,36.711,2.952,5.0,3496.923,349.4
36725,2020-08-02,CATALUNA,26.512,32.508,3.7,5.0,349.692,24.29
36728,2020-08-02,COMUNITAT VALENCIANA,27.006,32.625,3.073,5.0,424.626,49.9
36729,2020-08-02,EXTREMADURA,26.987,36.266,3.604,5.0,10116.099,849.0
36736,2020-08-02,REGION DE MURCIA,29.51,36.08,2.989,5.0,174.846,31.4
36737,2020-08-03,ANDALUCIA,27.223,33.834,3.082,5.0,9504.161,1000.02
36742,2020-08-03,CASTILLA-LA MANCHA,25.49,32.58,2.494,5.0,3198.516,349.4
36743,2020-08-03,CATALUNA,23.883,29.638,3.475,5.0,319.852,24.29
36746,2020-08-03,COMUNITAT VALENCIANA,26.019,30.244,2.964,4.0,388.391,49.9
36747,2020-08-03,EXTREMADURA,27.079,35.046,3.275,5.0,9252.849,849.0
36754,2020-08-03,REGION DE MURCIA,28.49,33.72,2.322,4.0,159.926,31.4
36755,2020-08-04,ANDALUCIA,27.268,33.297,2.701,5.0,10130.505,1000.02
36760,2020-08-04,CASTILLA-LA MANCHA,25.155,33.165,2.121,5.0,3409.305,349.4
36761,2020-08-04,CATALUNA,23.308,29.221,3.283,5.0,340.93,24.29
36764,2020-08-04,COMUNITAT VALENCIANA,25.506,30.185,3.107,5.0,413.987,49.9
36765,2020-08-04,EXTREMADURA,28.592,37.414,1.915,5.0,9862.631,849.0
36772,2020-08-04,REGION DE MURCIA,28.06,32.12,2.878,4.0,170.465,31.4
36773,2020-08-05,ANDALUCIA,28.778,35.578,2.893,5.0,11100.081,1000.02
36778,2020-08-05,CASTILLA-LA MANCHA,26.887,35.878,1.928,5.0,3735.604,349.4
36779,2020-08-05,CATALUNA,23.579,30.817,2.741,5.0,373.56,24.29
36782,2020-08-05,COMUNITAT VALENCIANA,25.328,30.75,2.844,5.0,453.609,49.9
36783,2020-08-05,EXTREMADURA,29.964,39.346,1.656,5.0,10806.569,849.0
36790,2020-08-05,REGION DE MURCIA,27.19,32.89,2.622,5.0,186.78,31.4
36791,2020-08-06,ANDALUCIA,29.464,36.547,3.521,5.0,10983.118,1000.02
36796,2020-08-06,CASTILLA-LA MANCHA,28.527,37.043,2.691,5.0,3696.242,349.4
36797,2020-08-06,CATALUNA,25.483,32.604,2.575,5.0,369.624,24.29
36800,2020-08-06,COMUNITAT VALENCIANA,25.936,31.508,2.61,5.0,448.829,49.9
36801,2020-08-06,EXTREMADURA,31.526,40.392,2.984,5.0,10692.699,849.0
36808,2020-08-06,REGION DE MURCIA,27.41,33.16,3.133,5.0,184.812,31.4
36809,2020-08-07,ANDALUCIA,28.871,35.126,3.059,5.0,10167.463,1000.02
36814,2020-08-07,CASTILLA-LA MANCHA,29.002,38.101,2.497,5.0,3421.743,349.4
36815,2020-08-07,CATALUNA,26.329,33.596,2.729,5.0,342.174,24.29
36818,2020-08-07,COMUNITAT VALENCIANA,26.35,32.742,2.717,5.0,415.497,49.9
36819,2020-08-07,EXTREMADURA,30.898,38.684,2.392,5.0,9898.612,849.0
36826,2020-08-07,REGION DE MURCIA,27.55,34.54,2.344,5.0,171.087,31.4
36827,2020-08-08,ANDALUCIA,29.43,36.538,2.832,5.0,6540.778,1000.02
36832,2020-08-08,CASTILLA-LA MANCHA,29.116,37.183,2.254,4.0,2201.224,349.4
36833,2020-08-08,CATALUNA,27.683,34.354,2.616,5.0,220.122,24.29
36836,2020-08-08,COMUNITAT VALENCIANA,26.836,33.364,2.537,5.0,267.291,49.9
36837,2020-08-08,EXTREMADURA,30.342,37.834,2.434,5.0,6367.825,849.0
36844,2020-08-08,REGION DE MURCIA,27.78,35.69,2.289,5.0,110.061,31.4
36845,2020-08-09,ANDALUCIA,28.633,36.027,2.651,5.0,7963.802,1000.02
36850,2020-08-09,CASTILLA-LA MANCHA,29.205,38.301,2.632,5.0,2680.126,349.4
36851,2020-08-09,CATALUNA,27.388,34.333,2.158,4.0,268.013,24.29
36854,2020-08-09,COMUNITAT VALENCIANA,27.242,33.617,2.415,5.0,325.444,49.9
36855,2020-08-09,EXTREMADURA,29.1,37.77,2.62,5.0,7753.22,849.0
36862,2020-08-09,REGION DE MURCIA,28.64,36.25,2.689,5.0,134.006,31.4
36863,2020-08-10,ANDALUCIA,28.047,33.927,2.766,4.0,5429.611,1000.02
36868,2020-08-10,CASTILLA-LA MANCHA,26.567,32.715,3.159,2.0,1827.273,349.4
36869,2020-08-10,CATALUNA,25.762,31.862,2.604,4.0,182.727,24.29
36872,2020-08-10,COMUNITAT VALENCIANA,26.536,32.489,2.82,5.0,221.883,49.9
36873,2020-08-10,EXTREMADURA,26.95,36.22,2.58,5.0,5286.039,849.0
