,fecha,comunidad_autonoma,tmed,tmax,velmedia,sol,generation,inst_Solar_térmica
17339,2017-08-21,CASTILLA-LA MANCHA,26.594,35.481,2.775,5.0,3430.579,349.4
17340,2017-08-21,CATALUNA,24.068,30.742,2.536,5.0,343.058,24.29
17343,2017-08-21,COMUNITAT VALENCIANA,24.573,29.844,2.834,5.0,343.058,49.9
17344,2017-08-21,EXTREMADURA,30.667,38.292,2.342,5.0,10365.249,849.0
17351,2017-08-21,REGION DE MURCIA,25.69,30.66,2.756,5.0,147.025,31.4
17352,2017-08-22,ANDALUCIA,27.663,34.722,2.612,5.0,9839.987,1000.02
17357,2017-08-22,CASTILLA-LA MANCHA,27.85,36.508,2.208,5.0,3418.358,349.4
17358,2017-08-22,CATALUNA,24.773,31.466,2.844,5.0,341.836,24.29
17361,2017-08-22,COMUNITAT VALENCIANA,24.565,31.16,2.519,5.0,341.836,49.9
17362,2017-08-22,EXTREMADURA,30.55,38.208,2.225,5.0,10328.324,849.0
17369,2017-08-22,REGION DE MURCIA,25.81,32.29,2.289,5.0,146.501,31.4
17370,2017-08-23,ANDALUCIA,27.718,35.067,2.676,5.0,9242.734,1000.02
17375,2017-08-23,CASTILLA-LA MANCHA,28.069,36.351,2.578,5.0,3210.876,349.4
17376,2017-08-23,CATALUNA,25.256,30.992,2.56,4.0,321.088,24.29
17379,2017-08-23,COMUNITAT VALENCIANA,24.356,30.31,2.508,5.0,321.088,49.9
17380,2017-08-23,EXTREMADURA,30.025,38.625,2.684,5.0,9701.431,849.0
17387,2017-08-23,REGION DE MURCIA,25.88,33.08,2.3,5.0,137.609,31.4
17388,2017-08-24,ANDALUCIA,27.516,34.8,2.566,5.0,8656.835,1000.02
17393,2017-08-24,CASTILLA-LA MANCHA,27.447,35.636,3.094,5.0,3007.337,349.4
17394,2017-08-24,CATALUNA,25.416,31.681,3.06,5.0,300.734,24.29
17397,2017-08-24,COMUNITAT VALENCIANA,24.708,30.55,2.794,5.0,300.734,49.9
17398,2017-08-24,EXTREMADURA,26.642,35.233,2.708,5.0,9086.455,849.0
17405,2017-08-24,REGION DE MURCIA,25.84,32.38,2.556,5.0,128.886,31.4
17406,2017-08-25,ANDALUCIA,27.786,34.616,2.606,4.0,4715.725,1000.02
17411,2017-08-25,CASTILLA-LA MANCHA,26.759,35.535,3.049,4.0,1638.217,349.4
17412,2017-08-25,CATALUNA,25.053,31.38,2.467,5.0,163.822,24.29
17415,2017-08-25,COMUNITAT VALENCIANA,24.821,30.28,2.35,5.0,163.822,49.9
17416,2017-08-25,EXTREMADURA,26.392,35.7,2.425,5.0,4949.756,849.0
17423,2017-08-25,REGION DE MURCIA,25.99,32.3,2.478,5.0,70.209,31.4
17424,2017-08-26,ANDALUCIA,28.49,34.532,2.618,3.0,897.206,1000.02
17429,2017-08-26,CASTILLA-LA MANCHA,26.462,33.631,2.407,3.0,311.684,349.4
17430,2017-08-26,CATALUNA,25.446,31.298,2.265,4.0,31.168,24.29
17433,2017-08-26,COMUNITAT VALENCIANA,25.815,30.401,2.258,5.0,31.168,49.9
17434,2017-08-26,EXTREMADURA,26.892,34.634,3.025,2.0,941.732,849.0
17441,2017-08-26,REGION DE MURCIA,27.41,32.64,2.756,5.0,13.358,31.4
17442,2017-08-27,ANDALUCIA,25.987,30.195,3.212,3.0,1574.139,1000.02
17447,2017-08-27,CASTILLA-LA MANCHA,23.003,27.515,2.776,1.0,546.847,349.4
17448,2017-08-27,CATALUNA,26.042,31.728,2.288,3.0,54.685,24.29
17451,2017-08-27,COMUNITAT VALENCIANA,25.475,29.814,2.069,3.0,54.685,49.9
17452,2017-08-27,EXTREMADURA,25.806,31.454,3.533,4.0,1652.26,849.0
17459,2017-08-27,REGION DE MURCIA,26.65,31.08,1.978,2.0,23.436,31.4
17460,2017-08-28,ANDALUCIA,22.51,26.278,2.756,3.0,2793.643,1000.02
17465,2017-08-28,CASTILLA-LA MANCHA,20.93,25.815,2.488,2.0,970.496,349.4
17466,2017-08-28,CATALUNA,25.946,32.888,1.89,4.0,97.05,24.29
17469,2017-08-28,COMUNITAT VALENCIANA,24.826,29.243,2.039,2.0,97.05,49.9
17470,2017-08-28,EXTREMADURA,22.708,29.018,2.78,4.0,2932.285,849.0
17477,2017-08-28,REGION DE MURCIA,25.49,29.33,2.411,1.0,41.593,31.4
17478,2017-08-29,ANDALUCIA,21.502,26.366,2.422,4.0,3269.963,1000.02
17483,2017-08-29,CASTILLA-LA MANCHA,19.914,25.248,2.353,3.0,1135.967,349.4
17484,2017-08-29,CATALUNA,24.669,29.955,2.34,3.0,113.597,24.29
17487,2017-08-29,COMUNITAT VALENCIANA,21.367,24.694,2.229,1.0,113.597,49.9
17488,2017-08-29,EXTREMADURA,21.095,26.752,1.568,4.0,3432.244,849.0
17495,2017-08-29,REGION DE MURCIA,21.94,25.11,1.567,1.0,48.684,31.4
17496,2017-08-30,ANDALUCIA,22.024,27.277,1.944,4.0,6644.019,1000.02
17501,2017-08-30,CASTILLA-LA MANCHA,20.284,25.871,1.697,3.0,2308.096,349.4
17502,2017-08-30,CATALUNA,23.37,28.362,2.931,3.0,230.81,24.29
17505,2017-08-30,COMUNITAT VALENCIANA,21.881,26.289,2.195,3.0,230.81,49.9
17506,2017-08-30,EXTREMADURA,21.774,29.305,1.65,5.0,6973.747,849.0
17513,2017-08-30,REGION DE MURCIA,21.55,24.71,1.267,2.0,98.918,31.4
17514,2017-08-31,ANDALUCIA,24.701,31.474,2.201,5.0,9174.024,1000.02
17519,2017-08-31,CASTILLA-LA MANCHA,21.982,28.605,1.382,4.0,3187.006,349.4
17520,2017-08-31,CATALUNA,20.42,24.151,2.36,2.0,318.701,24.29
17523,2017-08-31,COMUNITAT VALENCIANA,22.663,26.765,2.369,3.0,318.701,49.9
17524,2017-08-31,EXTREMADURA,24.11,32.133,1.474,5.0,9629.311,849.0
17531,2017-08-31,REGION DE MURCIA,24.38,29.41,2.289,4.0,136.586,31.4
17532,2017-09-01,ANDALUCIA,25.741,32.182,2.813,5.0,10018.901,1000.02
17537,2017-09-01,CASTILLA-LA MANCHA,22.068,28.817,2.187,4.0,3308.349,349.4
17538,2017-09-01,CATALUNA,20.408,25.633,2.608,4.0,258.098,24.29
17541,2017-09-01,COMUNITAT VALENCIANA,21.911,25.954,2.895,3.0,351.952,49.9
17542,2017-09-01,EXTREMADURA,25.144,33.274,2.048,5.0,9361.924,849.0
17549,2017-09-01,REGION DE MURCIA,24.633,28.833,3.4,5.0,164.244,31.4
17550,2017-09-02,ANDALUCIA,25.747,31.15,3.285,5.0,9882.774,1000.02
17555,2017-09-02,CASTILLA-LA MANCHA,20.966,28.424,2.113,5.0,3263.398,349.4
17556,2017-09-02,CATALUNA,19.557,25.951,3.073,5.0,254.591,24.29
17559,2017-09-02,COMUNITAT VALENCIANA,21.797,26.775,2.61,5.0,347.17,49.9
17560,2017-09-02,EXTREMADURA,25.284,33.396,2.156,5.0,9234.723,849.0
17567,2017-09-02,REGION DE MURCIA,24.644,28.444,2.678,4.0,162.013,31.4
17568,2017-09-03,ANDALUCIA,25.633,31.472,2.474,5.0,7482.759,1000.02
17573,2017-09-03,CASTILLA-LA MANCHA,22.298,31.174,2.416,5.0,2470.888,349.4
17574,2017-09-03,CATALUNA,19.672,26.166,1.721,3.0,192.764,24.29
17577,2017-09-03,COMUNITAT VALENCIANA,22.811,29.239,2.33,5.0,262.86,49.9
17578,2017-09-03,EXTREMADURA,25.862,34.65,2.58,5.0,6992.086,849.0
17585,2017-09-03,REGION DE MURCIA,24.856,30.45,2.1,4.0,122.668,31.4
17586,2017-09-04,ANDALUCIA,25.413,32.053,2.917,5.0,10489.962,1000.02
17591,2017-09-04,CASTILLA-LA MANCHA,22.258,30.067,1.862,5.0,3463.898,349.4
17592,2017-09-04,CATALUNA,22.462,27.648,2.279,3.0,270.233,24.29
17595,2017-09-04,COMUNITAT VALENCIANA,23.356,28.831,2.531,4.0,368.5,49.9
17596,2017-09-04,EXTREMADURA,24.421,32.513,3.002,5.0,9802.096,849.0
17603,2017-09-04,REGION DE MURCIA,26.311,32.47,2.811,5.0,171.967,31.4
17604,2017-09-05,ANDALUCIA,25.617,31.964,2.541,5.0,11510.587,1000.02
17609,2017-09-05,CASTILLA-LA MANCHA,24.049,32.338,1.843,5.0,3800.92,349.4
17610,2017-09-05,CATALUNA,23.227,29.792,2.537,5.0,296.526,24.29
17613,2017-09-05,COMUNITAT VALENCIANA,23.877,29.139,2.244,5.0,404.353,49.9
17614,2017-09-05,EXTREMADURA,26.462,35.738,1.905,5.0,10755.795,849.0
17621,2017-09-05,REGION DE MURCIA,26.422,31.36,2.362,5.0,188.698,31.4
17622,2017-09-06,ANDALUCIA,26.707,33.472,2.331,5.0,10593.442,1000.02
17627,2017-09-06,CASTILLA-LA MANCHA,24.773,32.739,1.957,5.0,3498.069,349.4
17628,2017-09-06,CATALUNA,22.96,27.941,2.342,4.0,272.899,24.29
17631,2017-09-06,COMUNITAT VALENCIANA,23.415,28.404,2.158,4.0,372.135,49.9
17632,2017-09-06,EXTREMADURA,28.084,36.616,1.966,5.0,9898.79,849.0
17639,2017-09-06,REGION DE MURCIA,24.92,30.96,2.178,5.0,173.663,31.4
17640,2017-09-07,ANDALUCIA,26.126,32.39,2.444,5.0,9143.491,1000.02
17645,2017-09-07,CASTILLA-LA MANCHA,22.946,30.216,2.042,5.0,3019.279,349.4
17646,2017-09-07,CATALUNA,20.726,26.565,2.648,5.0,235.547,24.29
17649,2017-09-07,COMUNITAT VALENCIANA,22.91,27.523,2.197,4.0,321.2,49.9
17650,2017-09-07,EXTREMADURA,27.397,35.65,2.168,5.0,8543.918,849.0
17657,2017-09-07,REGION DE MURCIA,25.07,29.55,2.067,4.0,149.893,31.4
17658,2017-09-08,ANDALUCIA,25.571,32.162,2.588,5.0,8859.343,1000.02
17663,2017-09-08,CASTILLA-LA MANCHA,22.195,31.557,2.116,5.0,2925.451,349.4
17664,2017-09-08,CATALUNA,19.963,26.424,2.306,5.0,228.227,24.29
17667,2017-09-08,COMUNITAT VALENCIANA,22.91,28.231,2.461,5.0,311.218,49.9
17668,2017-09-08,EXTREMADURA,24.934,35.115,2.922,5.0,8278.403,849.0
17675,2017-09-08,REGION DE MURCIA,24.75,29.52,2.222,5.0,145.235,31.4
17676,2017-09-09,ANDALUCIA,22.493,28.111,4.401,4.0,4856.44,1000.02
17681,2017-09-09,CASTILLA-LA MANCHA,19.199,24.922,3.439,3.0,1603.649,349.4
17682,2017-09-09,CATALUNA,17.497,21.86,2.598,1.0,125.107,24.29
17685,2017-09-09,COMUNITAT VALENCIANA,21.748,27.057,3.142,1.0,170.601,49.9
17686,2017-09-09,EXTREMADURA,21.148,27.309,5.299,4.0,4537.985,849.0
17693,2017-09-09,REGION DE MURCIA,24.76,30.32,2.589,2.0,79.614,31.4
17694,2017-09-10,ANDALUCIA,21.523,27.876,2.537,5.0,10204.334,1000.02
17699,2017-09-10,CASTILLA-LA MANCHA,16.587,23.707,2.906,5.0,3369.581,349.4
17700,2017-09-10,CATALUNA,17.374,23.486,3.836,5.0,262.875,24.29
17703,2017-09-10,COMUNITAT VALENCIANA,20.246,25.951,4.297,5.0,358.466,49.9
17704,2017-09-10,EXTREMADURA,20.115,28.336,2.4,5.0,9535.197,849.0
17711,2017-09-10,REGION DE MURCIA,23.32,28.78,3.478,5.0,167.284,31.4
17712,2017-09-11,ANDALUCIA,23.489,31.586,1.964,5.0,11579.395,1000.02
17717,2017-09-11,CASTILLA-LA MANCHA,21.411,30.78,2.792,5.0,3823.641,349.4
17718,2017-09-11,CATALUNA,20.56,27.46,3.167,5.0,298.298,24.29
17721,2017-09-11,COMUNITAT VALENCIANA,24.502,32.368,3.65,5.0,406.77,49.9
17722,2017-09-11,EXTREMADURA,24.25,33.605,2.75,5.0,10820.09,849.0
17729,2017-09-11,REGION DE MURCIA,24.49,32.16,2.922,5.0,189.826,31.4
17730,2017-09-12,ANDALUCIA,25.599,33.562,2.521,5.0,10661.992,1000.02
17735,2017-09-12,CASTILLA-LA MANCHA,21.145,28.23,2.231,5.0,3520.705,349.4
17736,2017-09-12,CATALUNA,19.608,24.374,2.681,4.0,274.665,24.29
17739,2017-09-12,COMUNITAT VALENCIANA,21.671,26.998,3.061,5.0,374.543,49.9
17740,2017-09-12,EXTREMADURA,23.817,31.925,2.61,5.0,9962.845,849.0
17747,2017-09-12,REGION DE MURCIA,24.39,30.64,2.956,5.0,174.787,31.4
17748,2017-09-13,ANDALUCIA,25.278,32.34,2.797,5.0,11417.37,1000.02
17753,2017-09-13,CASTILLA-LA MANCHA,22.085,31.559,2.405,5.0,3770.139,349.4
17754,2017-09-13,CATALUNA,20.512,27.747,2.886,5.0,294.124,24.29
17757,2017-09-13,COMUNITAT VALENCIANA,21.681,28.297,2.603,5.0,401.079,49.9
17758,2017-09-13,EXTREMADURA,25.466,34.758,1.942,5.0,10668.69,849.0
17765,2017-09-13,REGION DE MURCIA,23.72,30.12,2.378,5.0,187.17,31.4
17766,2017-09-14,ANDALUCIA,24.254,31.375,2.499,5.0,8629.101,1000.02
17771,2017-09-14,CASTILLA-LA MANCHA,22.374,30.884,2.193,5.0,2849.422,349.4
17772,2017-09-14,CATALUNA,20.716,27.218,2.842,4.0,222.295,24.29
17775,2017-09-14,COMUNITAT VALENCIANA,23.658,32.092,2.46,5.0,303.13,49.9
17776,2017-09-14,EXTREMADURA,23.942,31.85,2.992,5.0,8063.259,849.0
17783,2017-09-14,REGION DE MURCIA,24.92,33.04,2.778,5.0,141.461,31.4
17784,2017-09-15,ANDALUCIA,22.354,28.009,3.883,5.0,9492.574,1000.02
17789,2017-09-15,CASTILLA-LA MANCHA,17.735,23.581,3.386,4.0,3134.55,349.4
17790,2017-09-15,CATALUNA,12.526,15.471,1.84,1.0,244.539,24.29
17793,2017-09-15,COMUNITAT VALENCIANA,17.75,22.04,3.939,1.0,333.463,49.9
17794,2017-09-15,EXTREMADURA,19.309,26.084,3.933,5.0,8870.11,849.0
17801,2017-09-15,REGION DE MURCIA,23.69,28.52,3.3,4.0,155.616,31.4
17802,2017-09-16,ANDALUCIA,19.739,25.955,2.939,5.0,10108.191,1000.02
17807,2017-09-16,CASTILLA-LA MANCHA,15.646,22.246,2.296,5.0,3337.834,349.4
17808,2017-09-16,CATALUNA,14.212,20.155,2.352,4.0,260.398,24.29
17811,2017-09-16,COMUNITAT VALENCIANA,16.806,21.592,2.339,4.0,355.089,49.9
17812,2017-09-16,EXTREMADURA,18.225,25.941,2.225,5.0,9445.359,849.0
17819,2017-09-16,REGION DE MURCIA,20.811,24.722,2.675,3.0,165.708,31.4
17820,2017-09-17,ANDALUCIA,19.655,26.685,2.318,5.0,9867.951,1000.02
17825,2017-09-17,CASTILLA-LA MANCHA,16.3,25.312,2.347,5.0,3258.504,349.4
17826,2017-09-17,CATALUNA,15.252,22.078,2.512,5.0,254.21,24.29
17829,2017-09-17,COMUNITAT VALENCIANA,18.583,25.025,2.506,5.0,346.649,49.9
17830,2017-09-17,EXTREMADURA,18.516,27.425,2.3,5.0,9220.872,849.0
17837,2017-09-17,REGION DE MURCIA,21.69,27.41,2.478,5.0,161.77,31.4
17838,2017-09-18,ANDALUCIA,20.506,27.76,3.021,5.0,9736.931,1000.02
17843,2017-09-18,CASTILLA-LA MANCHA,17.344,25.119,2.999,5.0,3215.239,349.4
17844,2017-09-18,CATALUNA,17.116,21.621,2.558,3.0,250.834,24.29
17847,2017-09-18,COMUNITAT VALENCIANA,20.904,27.945,2.595,5.0,342.047,49.9
17848,2017-09-18,EXTREMADURA,18.962,26.754,3.488,5.0,9098.444,849.0
17855,2017-09-18,REGION DE MURCIA,22.6,29.77,2.689,5.0,159.622,31.4
17856,2017-09-19,ANDALUCIA,21.674,28.689,1.934,5.0,9353.835,1000.02
17861,2017-09-19,CASTILLA-LA MANCHA,17.743,26.374,1.706,5.0,3088.737,349.4
17862,2017-09-19,CATALUNA,16.608,22.374,2.623,5.0,240.965,24.29
17865,2017-09-19,COMUNITAT VALENCIANA,19.912,25.682,2.937,5.0,328.589,49.9
17866,2017-09-19,EXTREMADURA,20.908,29.617,1.533,5.0,8740.468,849.0
17873,2017-09-19,REGION DE MURCIA,22.65,28.82,2.256,5.0,153.342,31.4
17874,2017-09-20,ANDALUCIA,21.761,28.645,2.074,5.0,8853.784,1000.02
17879,2017-09-20,CASTILLA-LA MANCHA,19.02,28.914,1.442,5.0,2923.615,349.4
17880,2017-09-20,CATALUNA,16.628,23.656,2.054,5.0,228.083,24.29
17883,2017-09-20,COMUNITAT VALENCIANA,20.378,26.319,2.339,5.0,311.023,49.9
17884,2017-09-20,EXTREMADURA,22.172,31.867,2.011,5.0,8273.208,849.0
17891,2017-09-20,REGION DE MURCIA,21.7,27.62,2.356,5.0,145.144,31.4
17892,2017-09-21,ANDALUCIA,22.21,29.556,2.212,5.0,7057.111,1000.02
17897,2017-09-21,CASTILLA-LA MANCHA,20.465,29.55,1.504,5.0,2330.334,349.4
17898,2017-09-21,CATALUNA,18.811,25.681,2.098,4.0,181.799,24.29
17901,2017-09-21,COMUNITAT VALENCIANA,20.564,26.525,2.452,5.0,247.908,49.9
17902,2017-09-21,EXTREMADURA,22.225,30.4,1.967,5.0,6594.349,849.0
17909,2017-09-21,REGION DE MURCIA,22.13,28.48,2.267,5.0,115.69,31.4
17910,2017-09-22,ANDALUCIA,22.2,28.954,2.231,5.0,8148.502,1000.02
17915,2017-09-22,CASTILLA-LA MANCHA,20.621,27.396,2.248,4.0,2690.723,349.4
17916,2017-09-22,CATALUNA,18.653,23.386,1.51,2.0,209.915,24.29
17919,2017-09-22,COMUNITAT VALENCIANA,20.467,25.094,2.994,4.0,286.247,49.9
17920,2017-09-22,EXTREMADURA,22.415,30.904,1.616,5.0,7614.174,849.0
17927,2017-09-22,REGION DE MURCIA,21.98,27.0,3.4,4.0,133.582,31.4
17928,2017-09-23,ANDALUCIA,23.081,29.235,2.289,5.0,8522.129,1000.02
17933,2017-09-23,CASTILLA-LA MANCHA,19.844,27.924,1.62,5.0,2814.099,349.4
17934,2017-09-23,CATALUNA,19.078,24.622,1.825,4.0,219.54,24.29
17937,2017-09-23,COMUNITAT VALENCIANA,20.123,25.26,2.111,5.0,299.372,49.9
17938,2017-09-23,EXTREMADURA,23.202,31.665,1.55,5.0,7963.301,849.0
17945,2017-09-23,REGION DE MURCIA,22.09,27.18,2.256,4.0,139.707,31.4
17946,2017-09-24,ANDALUCIA,22.917,29.628,2.106,5.0,8909.558,1000.02
17951,2017-09-24,CASTILLA-LA MANCHA,20.893,29.786,1.69,5.0,2942.032,349.4
17952,2017-09-24,CATALUNA,20.303,26.637,1.99,5.0,229.52,24.29
17955,2017-09-24,COMUNITAT VALENCIANA,21.502,28.49,2.286,5.0,312.982,49.9
17956,2017-09-24,EXTREMADURA,23.068,31.884,1.975,5.0,8325.325,849.0
17963,2017-09-24,REGION DE MURCIA,22.22,29.27,2.378,5.0,146.058,31.4
17964,2017-09-25,ANDALUCIA,22.959,29.785,2.51,5.0,9053.763,1000.02
17969,2017-09-25,CASTILLA-LA MANCHA,20.678,28.504,2.468,5.0,2989.65,349.4
17970,2017-09-25,CATALUNA,20.296,25.687,2.3,3.0,233.235,24.29
17973,2017-09-25,COMUNITAT VALENCIANA,23.051,30.646,2.567,5.0,318.048,49.9
17974,2017-09-25,EXTREMADURA,22.082,29.29,2.88,5.0,8460.074,849.0
17981,2017-09-25,REGION DE MURCIA,23.98,31.87,2.4,5.0,148.422,31.4
17982,2017-09-26,ANDALUCIA,21.978,28.881,2.208,5.0,9508.64,1000.02
17987,2017-09-26,CASTILLA-LA MANCHA,18.655,26.998,1.497,5.0,3139.855,349.4
17988,2017-09-26,CATALUNA,18.612,23.417,2.186,4.0,244.953,24.29
17991,2017-09-26,COMUNITAT VALENCIANA,20.631,24.926,2.883,3.0,334.027,49.9
17992,2017-09-26,EXTREMADURA,21.222,30.478,1.522,5.0,8885.123,849.0
17999,2017-09-26,REGION DE MURCIA,23.05,28.14,2.689,4.0,155.879,31.4
18000,2017-09-27,ANDALUCIA,21.158,26.03,2.38,1.0,1811.945,1000.02
18005,2017-09-27,CASTILLA-LA MANCHA,19.78,26.758,1.72,4.0,598.324,349.4
18006,2017-09-27,CATALUNA,19.666,24.985,2.067,4.0,46.678,24.29
18009,2017-09-27,COMUNITAT VALENCIANA,20.757,25.245,2.303,4.0,63.651,49.9
18010,2017-09-27,EXTREMADURA,20.992,29.191,1.942,4.0,1693.129,849.0
18017,2017-09-27,REGION DE MURCIA,23.23,27.08,2.378,3.0,29.704,31.4
18018,2017-09-28,ANDALUCIA,23.524,28.427,2.455,3.0,3658.508,1000.02
18023,2017-09-28,CASTILLA-LA MANCHA,20.433,28.418,1.592,5.0,1208.079,349.4
18024,2017-09-28,CATALUNA,20.088,25.844,1.738,4.0,94.247,24.29
18027,2017-09-28,COMUNITAT VALENCIANA,20.446,25.264,2.214,4.0,128.519,49.9
18028,2017-09-28,EXTREMADURA,23.25,31.492,1.733,5.0,3418.606,849.0
18035,2017-09-28,REGION DE MURCIA,22.5,27.08,2.389,4.0,59.976,31.4
18036,2017-09-29,ANDALUCIA,22.997,28.981,2.183,5.0,6149.299,1000.02
18041,2017-09-29,CASTILLA-LA MANCHA,20.738,29.229,1.323,5.0,2030.565,349.4
18042,2017-09-29,CATALUNA,19.825,25.595,1.961,5.0,158.413,24.29
18045,2017-09-29,COMUNITAT VALENCIANA,20.162,25.668,2.131,5.0,216.018,49.9
18046,2017-09-29,EXTREMADURA,24.392,32.458,1.458,4.0,5746.066,849.0
18053,2017-09-29,REGION DE MURCIA,21.72,27.1,2.1,5.0,100.808,31.4
18054,2017-09-30,ANDALUCIA,22.583,28.829,1.855,5.0,4114.3,1000.02
18059,2017-09-30,CASTILLA-LA MANCHA,20.301,27.895,1.691,4.0,1358.586,349.4
18060,2017-09-30,CATALUNA,17.773,21.723,1.41,1.0,105.989,24.29
18063,2017-09-30,COMUNITAT VALENCIANA,19.699,25.14,1.928,3.0,144.53,49.9
18064,2017-09-30,EXTREMADURA,23.342,30.425,2.624,5.0,3844.51,849.0
18071,2017-09-30,REGION DE MURCIA,21.0,26.88,1.933,4.0,67.448,31.4
18072,2017-10-01,ANDALUCIA,23.34,29.661,1.892,4.0,3829.306,1000.02
18077,2017-10-01,CASTILLA-LA MANCHA,19.897,25.622,1.992,3.0,1181.565,349.4
18078,2017-10-01,CATALUNA,18.013,21.297,1.352,1.0,181.116,24.29
18081,2017-10-01,COMUNITAT VALENCIANA,20.667,24.579,1.983,2.0,189.74,49.9
18082,2017-10-01,EXTREMADURA,23.575,31.958,1.816,5.0,3173.839,849.0
18089,2017-10-01,REGION DE MURCIA,22.12,26.19,1.722,2.0,68.997,31.4
18090,2017-10-02,ANDALUCIA,23.474,29.57,2.885,5.0,7838.365,1000.02
18095,2017-10-02,CASTILLA-LA MANCHA,20.249,27.751,1.911,4.0,2418.595,349.4
18096,2017-10-02,CATALUNA,20.201,24.753,1.669,3.0,370.733,24.29
18099,2017-10-02,COMUNITAT VALENCIANA,20.831,25.798,2.233,5.0,388.387,49.9
18100,2017-10-02,EXTREMADURA,24.775,32.842,1.796,5.0,6496.663,849.0
18107,2017-10-02,REGION DE MURCIA,22.7,27.36,1.878,5.0,141.232,31.4
18108,2017-10-03,ANDALUCIA,23.653,30.014,2.38,5.0,8603.647,1000.02
18113,2017-10-03,CASTILLA-LA MANCHA,21.293,29.913,1.363,5.0,2654.729,349.4
18114,2017-10-03,CATALUNA,20.369,25.594,1.742,4.0,406.929,24.29
18117,2017-10-03,COMUNITAT VALENCIANA,21.119,27.014,2.177,5.0,426.307,49.9
18118,2017-10-03,EXTREMADURA,25.892,34.558,1.534,5.0,7130.951,849.0
18125,2017-10-03,REGION DE MURCIA,22.41,27.93,1.878,5.0,155.021,31.4
18126,2017-10-04,ANDALUCIA,23.639,29.45,2.871,5.0,7755.704,1000.02
18131,2017-10-04,CASTILLA-LA MANCHA,21.748,29.213,2.203,5.0,2393.089,349.4
18132,2017-10-04,CATALUNA,20.057,25.454,1.856,4.0,366.824,24.29
18135,2017-10-04,COMUNITAT VALENCIANA,20.836,25.911,2.252,5.0,384.292,49.9
18136,2017-10-04,EXTREMADURA,25.567,33.608,2.017,5.0,6428.151,849.0
18143,2017-10-04,REGION DE MURCIA,22.35,27.26,2.267,5.0,139.742,31.4
18144,2017-10-05,ANDALUCIA,23.143,29.618,2.541,5.0,8294.94,1000.02
18149,2017-10-05,CASTILLA-LA MANCHA,21.256,30.019,1.49,5.0,2559.475,349.4
18150,2017-10-05,CATALUNA,20.346,27.007,1.875,5.0,392.328,24.29
18153,2017-10-05,COMUNITAT VALENCIANA,21.327,28.038,1.842,5.0,411.011,49.9
18154,2017-10-05,EXTREMADURA,24.917,33.334,1.342,5.0,6875.086,849.0
18161,2017-10-05,REGION DE MURCIA,21.82,28.19,1.833,5.0,149.458,31.4
18162,2017-10-06,ANDALUCIA,23.146,30.741,1.762,5.0,8585.664,1000.02
18167,2017-10-06,CASTILLA-LA MANCHA,20.409,29.345,2.288,5.0,2649.18,349.4
18168,2017-10-06,CATALUNA,19.66,25.764,2.66,4.0,406.079,24.29
18171,2017-10-06,COMUNITAT VALENCIANA,20.394,26.489,2.379,5.0,425.416,49.9
18172,2017-10-06,EXTREMADURA,25.441,34.675,1.642,5.0,7116.046,849.0
18179,2017-10-06,REGION DE MURCIA,21.78,28.54,2.356,5.0,154.697,31.4
18180,2017-10-07,ANDALUCIA,22.544,29.107,2.796,5.0,8451.766,1000.02
18185,2017-10-07,CASTILLA-LA MANCHA,17.81,26.677,2.294,5.0,2607.865,349.4
18186,2017-10-07,CATALUNA,16.447,22.572,2.052,4.0,399.746,24.29
18189,2017-10-07,COMUNITAT VALENCIANA,17.978,22.683,2.395,2.0,418.781,49.9
18190,2017-10-07,EXTREMADURA,23.858,32.316,2.05,5.0,7005.067,849.0
18197,2017-10-07,REGION DE MURCIA,21.05,26.41,2.344,4.0,152.284,31.4
18198,2017-10-08,ANDALUCIA,22.435,28.866,1.997,5.0,8077.735,1000.02
18203,2017-10-08,CASTILLA-LA MANCHA,18.752,27.544,1.2,5.0,2492.454,349.4
18204,2017-10-08,CATALUNA,16.988,24.222,1.848,5.0,382.055,24.29
18207,2017-10-08,COMUNITAT VALENCIANA,19.475,25.277,1.703,5.0,400.248,49.9
18208,2017-10-08,EXTREMADURA,22.066,31.266,1.384,5.0,6695.06,849.0
18215,2017-10-08,REGION DE MURCIA,21.1,26.44,1.844,5.0,145.545,31.4
18216,2017-10-09,ANDALUCIA,21.99,28.683,1.858,5.0,7826.649,1000.02
18221,2017-10-09,CASTILLA-LA MANCHA,18.16,28.157,1.27,5.0,2414.979,349.4
18222,2017-10-09,CATALUNA,17.274,24.138,1.79,4.0,370.179,24.29
18225,2017-10-09,COMUNITAT VALENCIANA,18.968,25.345,1.967,5.0,387.807,49.9
18226,2017-10-09,EXTREMADURA,21.958,31.766,1.625,5.0,6486.952,849.0
18233,2017-10-09,REGION DE MURCIA,20.56,26.95,2.156,5.0,141.021,31.4
18234,2017-10-10,ANDALUCIA,21.858,28.935,1.813,5.0,6628.659,1000.02
18239,2017-10-10,CASTILLA-LA MANCHA,18.452,28.551,1.272,5.0,2045.33,349.4
18240,2017-10-10,CATALUNA,17.969,24.464,1.764,4.0,313.518,24.29
18243,2017-10-10,COMUNITAT VALENCIANA,19.792,25.647,2.047,5.0,328.447,49.9
18244,2017-10-10,EXTREMADURA,21.742,31.508,1.508,5.0,5494.024,849.0
18251,2017-10-10,REGION DE MURCIA,21.07,26.71,1.856,4.0,119.435,31.4
