Fecha;Día semana;Tipo de agregación;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Total (€/MWh)
2021-01-01;Viernes;Todas las u.adquisición;705392,647;42,64;-0,03;2,96;0,48;2,02;48,08
2021-01-01;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;705392,647;42,64;-0,03;2,96;0,48;;46,06
2021-01-01;Viernes;Demanda agregada;574915,011;43,2;-0,03;3,65;0,65;2,48;49,94
2021-01-01;Viernes;Comercializadores de último recurso;110086,876;43,64;-0,01;3,65;0,79;4,11;52,19
2021-01-01;Viernes;Comercializadores libres;451553,812;43,11;-0,04;3,65;0,59;2,15;49,46
2021-01-01;Viernes;Comercializadores libres+consumidor directo en mercado;464828,135;43,09;-0,03;3,64;0,61;2,09;49,41
2021-01-01;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;465973,24;43,09;-0,03;3,64;0,61;2,09;49,39
2021-01-02;Sábado;Todas las u.adquisición;773453,647;49,43;-0,04;2,18;0,33;1,99;53,89
2021-01-02;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;773453,647;49,43;-0,04;2,18;0,33;;51,9
2021-01-02;Sábado;Demanda agregada;645308,393;49,83;-0,03;2,63;0,42;2,39;55,24
2021-01-02;Sábado;Comercializadores de último recurso;110976,175;50,32;-0,01;2,54;0,38;4,11;57,33
2021-01-02;Sábado;Comercializadores libres;519756,86;49,75;-0,04;2,64;0,43;2,09;54,87
2021-01-02;Sábado;Comercializadores libres+consumidor directo en mercado;534332,218;49,73;-0,04;2,65;0,43;2,03;54,8
2021-01-02;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;535658,075;49,73;-0,04;2,64;0,43;2,03;54,79
2021-01-03;Domingo;Todas las u.adquisición;763557,689;47,7;-0,02;3,17;0,46;1,99;53,3
2021-01-03;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;763557,689;47,7;-0,02;3,17;0,46;;51,31
2021-01-03;Domingo;Demanda agregada;648963,633;48,07;-0,01;3,76;0,54;2,34;54,7
2021-01-03;Domingo;Comercializadores de último recurso;114126,033;48,94;0,0;3,7;0,54;4,11;57,29
2021-01-03;Domingo;Comercializadores libres;520368,15;47,91;-0,01;3,77;0,53;2,01;54,21
2021-01-03;Domingo;Comercializadores libres+consumidor directo en mercado;534837,6;47,88;-0,02;3,77;0,54;1,96;54,14
2021-01-03;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;535924,166;47,88;-0,02;3,76;0,54;1,96;54,13
2021-01-04;Lunes;Todas las u.adquisición;808265,482;61,19;0,02;3,71;0,41;3,25;68,58
2021-01-04;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;808265,482;61,19;0,02;3,71;0,41;;65,33
2021-01-04;Lunes;Demanda agregada;754598,871;61,49;0,01;3,98;0,38;3,48;69,34
2021-01-04;Lunes;Comercializadores de último recurso;112913,3;61,86;0,06;3,98;0,36;4,11;70,38
2021-01-04;Lunes;Comercializadores libres;626054,882;61,46;0,0;3,97;0,37;3,38;69,18
2021-01-04;Lunes;Comercializadores libres+consumidor directo en mercado;641685,571;61,43;0,0;3,97;0,38;3,37;69,16
2021-01-04;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;643656,779;61,43;0,01;3,96;0,38;3,36;69,15
2021-01-05;Martes;Todas las u.adquisición;794593,623;68,58;0,17;3,17;0,67;3,29;75,88
2021-01-05;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;794593,623;68,58;0,17;3,17;0,67;;72,59
2021-01-05;Martes;Demanda agregada;766631,799;68,83;0,16;3,33;0,64;3,41;76,37
2021-01-05;Martes;Comercializadores de último recurso;114183,985;69,57;0,07;3,32;0,74;4,1;77,8
2021-01-05;Martes;Comercializadores libres;636569,894;68,73;0,16;3,33;0,62;3,3;76,14
2021-01-05;Martes;Comercializadores libres+consumidor directo en mercado;652447,814;68,7;0,17;3,33;0,63;3,29;76,12
2021-01-05;Martes;Comercializadores libres+consumidor directo en mercado+exportación;653961,878;68,7;0,17;3,32;0,62;3,28;76,1
2021-01-06;Miércoles;Todas las u.adquisición;718593,057;71,41;0,1;3,2;1,94;3,1;79,75
2021-01-06;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;718593,057;71,41;0,1;3,2;1,94;;76,65
2021-01-06;Miércoles;Demanda agregada;664206,271;71,58;0,04;3,58;1,97;3,35;80,52
2021-01-06;Miércoles;Comercializadores de último recurso;117154,229;72,58;-0,01;3,55;2,94;4,1;83,15
2021-01-06;Miércoles;Comercializadores libres;532704,415;71,4;0,04;3,58;1,75;3,2;79,97
2021-01-06;Miércoles;Comercializadores libres+consumidor directo en mercado;547052,042;71,37;0,05;3,59;1,77;3,19;79,96
2021-01-06;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;548333,573;71,37;0,05;3,58;1,76;3,18;79,94
2021-01-07;Jueves;Todas las u.adquisición;845616,938;91,47;0,94;6,09;3,89;3,36;105,74
2021-01-07;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;845616,938;91,47;0,94;6,09;3,89;;102,38
2021-01-07;Jueves;Demanda agregada;812764,733;92,2;0,93;6,38;3,9;3,5;106,91
2021-01-07;Jueves;Comercializadores de último recurso;120107,284;93,2;0,21;6,45;4,85;4,12;108,84
2021-01-07;Jueves;Comercializadores libres;676312,046;92,08;1,04;6,37;3,69;3,4;106,58
2021-01-07;Jueves;Comercializadores libres+consumidor directo en mercado;692657,449;92,02;1,06;6,37;3,74;3,39;106,57
2021-01-07;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;693784,892;92,02;1,06;6,36;3,73;3,38;106,55
2021-01-08;Viernes;Todas las u.adquisición;884390,969;96,95;0,32;2,38;2,34;3,22;105,21
2021-01-08;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;884390,969;96,95;0,32;2,38;2,34;;101,99
2021-01-08;Viernes;Demanda agregada;830711,016;97,96;0,34;2,57;2,13;3,43;106,42
2021-01-08;Viernes;Comercializadores de último recurso;122395,077;99,17;0,64;2,45;3,05;4,12;109,42
2021-01-08;Viernes;Comercializadores libres;691603,068;97,81;0,27;2,58;1,95;3,32;105,94
2021-01-08;Viernes;Comercializadores libres+consumidor directo en mercado;708315,939;97,75;0,29;2,59;1,97;3,31;105,9
2021-01-08;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;710268,081;97,73;0,29;2,58;1,97;3,3;105,87
2021-01-09;Sábado;Todas las u.adquisición;807266,613;81,98;-0,05;3,24;1,2;2,09;88,45
2021-01-09;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;807266,613;81,98;-0,05;3,24;1,2;;86,36
2021-01-09;Sábado;Demanda agregada;735073,009;83,36;-0,01;3,56;1,35;2,29;90,55
2021-01-09;Sábado;Comercializadores de último recurso;124943,287;86,53;-0,01;3,48;1,34;4,12;95,45
2021-01-09;Sábado;Comercializadores libres;595455,268;82,78;0,0;3,57;1,35;1,96;89,66
2021-01-09;Sábado;Comercializadores libres+consumidor directo en mercado;610129,722;82,71;-0,01;3,57;1,35;1,92;89,55
2021-01-09;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;611822,218;82,72;-0,01;3,56;1,35;1,91;89,54
2021-01-10;Domingo;Todas las u.adquisición;799476,075;67,66;-0,12;4,56;0,85;2,07;75,03
2021-01-10;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;799476,075;67,66;-0,12;4,56;0,85;;72,96
2021-01-10;Domingo;Demanda agregada;699775,832;68,59;-0,11;5,22;1,2;2,36;77,27
2021-01-10;Domingo;Comercializadores de último recurso;126701,02;70,39;-0,02;4,98;2,06;4,12;81,54
2021-01-10;Domingo;Comercializadores libres;558948,332;68,24;-0,12;5,27;1,01;2,02;76,42
2021-01-10;Domingo;Comercializadores libres+consumidor directo en mercado;573074,812;68,19;-0,12;5,28;1,01;1,97;76,33
2021-01-10;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;574548,557;68,2;-0,13;5,27;1,01;1,96;76,31
2021-01-11;Lunes;Todas las u.adquisición;861746,46;84,88;-0,03;2,36;0,59;3,26;91,04
2021-01-11;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;861746,46;84,88;-0,03;2,36;0,59;;87,79
2021-01-11;Lunes;Demanda agregada;810851,413;86,11;-0,03;2,51;0,79;3,46;92,84
2021-01-11;Lunes;Comercializadores de último recurso;119367,705;88,08;-0,02;2,51;0,81;4,1;95,48
2021-01-11;Lunes;Comercializadores libres;675252,78;85,83;-0,03;2,51;0,77;3,36;92,44
2021-01-11;Lunes;Comercializadores libres+consumidor directo en mercado;691483,708;85,77;-0,03;2,52;0,78;3,35;92,38
2021-01-11;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;692644,094;85,76;-0,03;2,51;0,78;3,34;92,37
2021-01-12;Martes;Todas las u.adquisición;893855,557;86,6;0,0;2,18;0,59;3,18;92,54
2021-01-12;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;893855,557;86,6;0,0;2,18;0,59;;89,36
2021-01-12;Martes;Demanda agregada;834313,496;86,92;0,0;2,34;0,6;3,4;93,26
2021-01-12;Martes;Comercializadores de último recurso;119276,688;88,25;0,05;2,37;0,84;4,1;95,61
2021-01-12;Martes;Comercializadores libres;698170,791;86,75;-0,01;2,34;0,55;3,3;92,92
2021-01-12;Martes;Comercializadores libres+consumidor directo en mercado;715036,808;86,69;-0,01;2,34;0,56;3,29;92,86
2021-01-12;Martes;Comercializadores libres+consumidor directo en mercado+exportación;716230,088;86,69;-0,01;2,33;0,56;3,28;92,85
2021-01-13;Miércoles;Todas las u.adquisición;892430,252;91,58;-0,02;1,63;0,69;3,17;97,05
2021-01-13;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;892430,252;91,58;-0,02;1,63;0,69;;93,88
2021-01-13;Miércoles;Demanda agregada;834423,328;92,18;-0,02;1,75;0,77;3,39;98,08
2021-01-13;Miércoles;Comercializadores de último recurso;117671,7;93,42;0,01;1,76;0,98;4,09;100,26
2021-01-13;Miércoles;Comercializadores libres;699794,454;92,02;-0,02;1,74;0,73;3,29;97,76
2021-01-13;Miércoles;Comercializadores libres+consumidor directo en mercado;716751,628;91,97;-0,02;1,75;0,74;3,28;97,72
2021-01-13;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;718471,135;91,97;-0,02;1,74;0,74;3,27;97,7
2021-01-14;Jueves;Todas las u.adquisición;890098,698;88,51;-0,03;1,66;0,71;3,18;94,03
2021-01-14;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;890098,698;88,51;-0,03;1,66;0,71;;90,85
2021-01-14;Jueves;Demanda agregada;833349,84;89,18;-0,01;1,78;0,75;3,39;95,09
2021-01-14;Jueves;Comercializadores de último recurso;116212,688;90,63;0,02;1,81;0,9;4,09;97,46
2021-01-14;Jueves;Comercializadores libres;700304,052;88,98;-0,01;1,77;0,72;3,29;94,75
2021-01-14;Jueves;Comercializadores libres+consumidor directo en mercado;717137,152;88,94;-0,01;1,77;0,72;3,28;94,7
2021-01-14;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;718444,095;88,94;-0,01;1,77;0,72;3,28;94,69
2021-01-15;Viernes;Todas las u.adquisición;898466,152;79,49;-0,07;2,06;0,91;3,07;85,47
2021-01-15;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;898466,152;79,49;-0,07;2,06;0,91;;82,4
2021-01-15;Viernes;Demanda agregada;819422,754;80,31;-0,06;2,27;0,87;3,37;86,76
2021-01-15;Viernes;Comercializadores de último recurso;112902,687;81,45;-0,03;2,19;1,17;4,08;88,86
2021-01-15;Viernes;Comercializadores libres;689730,356;80,17;-0,07;2,28;0,83;3,26;86,47
2021-01-15;Viernes;Comercializadores libres+consumidor directo en mercado;706520,067;80,13;-0,07;2,28;0,83;3,25;86,42
2021-01-15;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;707804,299;80,13;-0,07;2,28;0,83;3,25;86,41
2021-01-16;Sábado;Todas las u.adquisición;818711,335;68,31;-0,1;2,5;0,7;1,9;73,31
2021-01-16;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;818711,335;68,31;-0,1;2,5;0,7;;71,41
2021-01-16;Sábado;Demanda agregada;727885,861;68,91;-0,08;2,83;0,65;2,14;74,44
2021-01-16;Sábado;Comercializadores de último recurso;113560,775;70,53;-0,03;2,67;0,71;4,09;77,97
2021-01-16;Sábado;Comercializadores libres;598945,597;68,64;-0,09;2,86;0,63;1,82;73,85
2021-01-16;Sábado;Comercializadores libres+consumidor directo en mercado;614325,086;68,61;-0,09;2,86;0,63;1,78;73,79
2021-01-16;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;617305,817;68,64;-0,11;2,85;0,63;1,77;73,78
2021-01-17;Domingo;Todas las u.adquisición;776602,401;65,05;-0,03;3,09;0,63;1,91;70,65
2021-01-17;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;776602,401;65,05;-0,03;3,09;0,63;;68,74
2021-01-17;Domingo;Demanda agregada;674447,113;65,69;-0,02;3,58;0,67;2,2;72,12
2021-01-17;Domingo;Comercializadores de último recurso;112963,265;66,78;0,01;3,4;0,81;4,1;75,1
2021-01-17;Domingo;Comercializadores libres;546692,591;65,5;-0,03;3,61;0,64;1,87;71,59
2021-01-17;Domingo;Comercializadores libres+consumidor directo en mercado;561483,848;65,48;-0,03;3,62;0,64;1,82;71,52
2021-01-17;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;562800,462;65,48;-0,03;3,61;0,64;1,82;71,51
2021-01-18;Lunes;Todas las u.adquisición;831616,421;82,8;0,03;1,71;0,59;3,24;88,37
2021-01-18;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;831616,421;82,8;0,03;1,71;0,59;;85,13
2021-01-18;Lunes;Demanda agregada;788719,508;83,12;0,02;1,8;0,6;3,42;88,96
2021-01-18;Lunes;Comercializadores de último recurso;106061,391;84,18;-0,01;1,94;0,59;4,08;90,79
2021-01-18;Lunes;Comercializadores libres;665905,133;82,97;0,03;1,78;0,59;3,33;88,69
2021-01-18;Lunes;Comercializadores libres+consumidor directo en mercado;682658,117;82,95;0,02;1,78;0,6;3,32;88,67
2021-01-18;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;683864,916;82,95;0,02;1,78;0,6;3,31;88,66
2021-01-19;Martes;Todas las u.adquisición;831836,094;77,69;0,0;1,71;0,44;3,27;83,11
2021-01-19;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;831836,094;77,69;0,0;1,71;0,44;;79,84
2021-01-19;Martes;Demanda agregada;807390,257;77,9;0,0;1,76;0,47;3,37;83,51
2021-01-19;Martes;Comercializadores de último recurso;106538,112;78,33;0,01;1,77;0,51;4,09;84,72
2021-01-19;Martes;Comercializadores libres;683488,461;77,87;0,0;1,76;0,46;3,27;83,36
2021-01-19;Martes;Comercializadores libres+consumidor directo en mercado;700852,145;77,84;0,0;1,76;0,47;3,26;83,32
2021-01-19;Martes;Comercializadores libres+consumidor directo en mercado+exportación;702069,208;77,83;0,0;1,76;0,47;3,26;83,31
2021-01-20;Miércoles;Todas las u.adquisición;864247,333;52,54;-0,01;1,94;0,66;3,19;58,31
2021-01-20;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;864247,333;52,54;-0,01;1,94;0,66;;55,12
2021-01-20;Miércoles;Demanda agregada;812647,371;52,92;-0,01;2,07;0,79;3,39;59,16
2021-01-20;Miércoles;Comercializadores de último recurso;108554,84;53,49;-0,01;2,03;0,95;4,11;60,57
2021-01-20;Miércoles;Comercializadores libres;686699,958;52,85;-0,01;2,08;0,75;3,29;58,97
2021-01-20;Miércoles;Comercializadores libres+consumidor directo en mercado;704092,531;52,83;-0,01;2,08;0,76;3,28;58,94
2021-01-20;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;705144,937;52,83;-0,01;2,08;0,76;3,28;58,94
2021-01-21;Jueves;Todas las u.adquisición;874072,083;42,89;-0,05;2,28;0,67;3,01;48,8
2021-01-21;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;874072,083;42,89;-0,05;2,28;0,67;;45,8
2021-01-21;Jueves;Demanda agregada;781280,638;43,92;-0,05;2,56;0,82;3,36;50,61
2021-01-21;Jueves;Comercializadores de último recurso;101966,371;44,97;0,04;2,49;0,83;4,09;52,42
2021-01-21;Jueves;Comercializadores libres;662001,077;43,81;-0,06;2,57;0,81;3,26;50,39
2021-01-21;Jueves;Comercializadores libres+consumidor directo en mercado;679314,267;43,76;-0,07;2,57;0,82;3,25;50,34
2021-01-21;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;681322,31;43,72;-0,07;2,56;0,82;3,24;50,28
2021-01-22;Viernes;Todas las u.adquisición;856327,109;42,66;0,0;2,14;0,52;2,96;48,29
2021-01-22;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;856327,109;42,66;0,0;2,14;0,52;;45,33
2021-01-22;Viernes;Demanda agregada;758034,362;43,2;0,0;2,42;0,7;3,34;49,68
2021-01-22;Viernes;Comercializadores de último recurso;98265,529;44,23;0,02;2,42;0,84;4,09;51,6
2021-01-22;Viernes;Comercializadores libres;642927,219;43,08;0,0;2,42;0,68;3,24;49,42
2021-01-22;Viernes;Comercializadores libres+consumidor directo en mercado;659768,833;43,05;0,0;2,43;0,68;3,23;49,39
2021-01-22;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;661078,921;43,05;0,0;2,42;0,68;3,23;49,38
2021-01-23;Sábado;Todas las u.adquisición;828166,291;27,92;-0,04;1,59;0,53;1,72;31,72
2021-01-23;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;828166,291;27,92;-0,04;1,59;0,53;;30,0
2021-01-23;Sábado;Demanda agregada;684795,166;28,51;-0,04;1,92;0,82;2,08;33,3
2021-01-23;Sábado;Comercializadores de último recurso;102551,326;30,03;0,01;1,78;0,76;4,1;36,68
2021-01-23;Sábado;Comercializadores libres;566701,498;28,27;-0,05;1,94;0,83;1,77;32,77
2021-01-23;Sábado;Comercializadores libres+consumidor directo en mercado;582243,84;28,25;-0,04;1,95;0,83;1,72;32,71
2021-01-23;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;583554,292;28,25;-0,04;1,94;0,83;1,72;32,7
2021-01-24;Domingo;Todas las u.adquisición;773945,145;29,26;0,0;2,16;0,92;1,7;34,04
2021-01-24;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;773945,145;29,26;0,0;2,16;0,92;;32,34
2021-01-24;Domingo;Demanda agregada;624378,498;30,8;0,0;2,68;1,35;2,11;36,93
2021-01-24;Domingo;Comercializadores de último recurso;98781,025;33,04;0,0;2,53;1,07;4,1;40,74
2021-01-24;Domingo;Comercializadores libres;510848,275;30,44;0,0;2,71;1,38;1,78;36,3
2021-01-24;Domingo;Comercializadores libres+consumidor directo en mercado;525597,473;30,38;-0,01;2,71;1,4;1,73;36,21
2021-01-24;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;526847,332;30,38;-0,01;2,71;1,39;1,73;36,2
2021-01-25;Lunes;Todas las u.adquisición;841563,65;60,85;-0,03;1,76;0,49;2,99;66,06
2021-01-25;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;841563,65;60,85;-0,03;1,76;0,49;;63,07
2021-01-25;Lunes;Demanda agregada;739040,401;61,65;-0,04;2,01;0,77;3,4;67,79
2021-01-25;Lunes;Comercializadores de último recurso;94080,603;62,11;0,0;1,97;0,74;4,09;68,92
2021-01-25;Lunes;Comercializadores libres;628657,97;61,62;-0,04;2,01;0,63;3,31;67,53
2021-01-25;Lunes;Comercializadores libres+consumidor directo en mercado;644959,798;61,58;-0,05;2,01;0,78;3,3;67,62
2021-01-25;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;646011,111;61,58;-0,04;2,01;0,77;3,3;67,61
2021-01-26;Martes;Todas las u.adquisición;791061,712;66,79;-0,06;1,7;0,71;3,1;72,25
2021-01-26;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;791061,712;66,79;-0,06;1,7;0,71;;69,15
2021-01-26;Martes;Demanda agregada;734075,923;67,23;-0,05;1,84;0,85;3,34;73,21
2021-01-26;Martes;Comercializadores de último recurso;90064,245;67,76;0,01;1,8;0,91;4,09;74,56
2021-01-26;Martes;Comercializadores libres;626991,946;67,19;-0,06;1,84;0,83;3,25;73,04
